JourneyID,OriginType,Origin,DestinationType,Destination,OutwardDate,OutwardTime,OutwardArrDep,ReturnDate,ReturnTime,ReturnArrDep
Game246,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game247,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game248,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game249,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game250,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game251,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game252,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game253,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game254,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game255,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game256,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game257,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game258,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game259,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game260,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game261,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game262,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game263,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game264,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game265,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game266,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game267,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game268,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game269,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game270,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game271,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game272,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game273,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game274,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game275,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game276,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game277,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game278,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game279,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game280,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game281,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game282,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game283,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game284,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game285,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game286,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game287,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game288,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game289,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game290,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game291,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game292,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game293,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game294,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game295,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game296,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game297,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game298,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game299,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game300,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game301,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game302,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game303,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game304,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game305,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game306,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game307,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game308,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game309,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game310,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game311,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game312,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game313,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game314,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game315,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game316,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game317,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game318,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game319,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game320,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game321,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game322,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game323,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game324,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game325,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game326,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game327,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game328,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game329,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game330,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game331,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game332,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game333,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game334,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game335,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game336,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game337,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game338,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game339,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game340,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game341,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game342,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game343,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game344,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game345,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game346,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game347,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game348,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game349,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game350,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game351,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game352,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game353,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game354,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game355,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game356,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game357,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game358,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game359,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game360,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game361,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
Game362,p,HA9 0WS,p,SW1A 0AA,15082013,1100,d,,,
Game363,c,530268|179545,c,519090|185732,15082013,1900,d,15082013,900,a
Game364,c,519090|185732,c,530268|179545,15082013,900,a,,,
Game365,n,9400ZZLUWSM4,n,490014376C,15082013,900,a,15082013,1900,d
Game366,n,490014376C,n,9400ZZLUWSM4,15082013,1900,a,,,
Game367,p,SW1A 0AA,p,HA9 0WS,15082013,900,a,15082013,1700,d
